kecamatan,periode,jumlah_kasus
Penjaringan,2024-11-01,14
Penjaringan,2024-12-01,24
Penjaringan,2025-01-01,32
Penjaringan,2025-02-01,13
Penjaringan,2025-03-01,18
Penjaringan,2025-04-01,27
Penjaringan,2025-05-01,20
Penjaringan,2025-06-01,18
Penjaringan,2025-07-01,34
Penjaringan,2025-08-01,36
Penjaringan,2025-09-01,27
Penjaringan,2025-10-01,22
Penjaringan,2025-11-01,19
Penjaringan,2025-12-01,17
Pesanggrahan,2010-01-01,29
Pesanggrahan,2010-02-01,29
Pesanggrahan,2010-03-01,42
Pesanggrahan,2010-04-01,49
Pesanggrahan,2010-05-01,18
Pesanggrahan,2010-06-01,31
Pesanggrahan,2010-07-01,27
Pesanggrahan,2010-08-01,41
Pesanggrahan,2010-09-01,26
Pesanggrahan,2010-10-01,33
Pesanggrahan,2010-11-01,33
Pesanggrahan,2010-12-01,33
Pesanggrahan,2011-01-01,19
Pesanggrahan,2011-02-01,10
Pesanggrahan,2011-03-01,13
Pesanggrahan,2011-04-01,11
Pesanggrahan,2011-05-01,5
Pesanggrahan,2011-06-01,8
Pesanggrahan,2011-07-01,9
Pesanggrahan,2011-08-01,7
Pesanggrahan,2011-09-01,6
Pesanggrahan,2011-10-01,8
Pesanggrahan,2011-11-01,2
Pesanggrahan,2011-12-01,4
Pesanggrahan,2012-01-01,16
Pesanggrahan,2012-02-01,15
Pesanggrahan,2012-03-01,18
Pesanggrahan,2012-04-01,14
Pesanggrahan,2012-05-01,15
Pesanggrahan,2012-06-01,14
Pesanggrahan,2012-07-01,6
Pesanggrahan,2012-08-01,7
Pesanggrahan,2012-09-01,3
Pesanggrahan,2012-10-01,4
Pesanggrahan,2012-11-01,5
Pesanggrahan,2012-12-01,13
Pesanggrahan,2013-01-01,19
Pesanggrahan,2013-02-01,15
Pesanggrahan,2013-03-01,15
Pesanggrahan,2013-04-01,25
Pesanggrahan,2013-05-01,31
Pesanggrahan,2013-06-01,25
Pesanggrahan,2013-07-01,26
Pesanggrahan,2013-08-01,34
Pesanggrahan,2013-09-01,30
Pesanggrahan,2013-10-01,21
Pesanggrahan,2013-11-01,17
Pesanggrahan,2013-12-01,12
Pesanggrahan,2014-01-01,17
Pesanggrahan,2014-02-01,24
Pesanggrahan,2014-03-01,32
Pesanggrahan,2014-04-01,33
Pesanggrahan,2014-05-01,20
Pesanggrahan,2014-06-01,22
Pesanggrahan,2014-07-01,21
Pesanggrahan,2014-08-01,20
Pesanggrahan,2014-09-01,12
Pesanggrahan,2014-10-01,11
Pesanggrahan,2014-11-01,8
Pesanggrahan,2014-12-01,10
Pesanggrahan,2015-01-01,17
Pesanggrahan,2015-02-01,16
Pesanggrahan,2015-03-01,20
Pesanggrahan,2015-04-01,16
Pesanggrahan,2015-05-01,14
Pesanggrahan,2015-06-01,15
Pesanggrahan,2015-07-01,9
Pesanggrahan,2015-08-01,10
Pesanggrahan,2015-09-01,2
Pesanggrahan,2015-10-01,1
Pesanggrahan,2015-11-01,2
Pesanggrahan,2015-12-01,3
Pesanggrahan,2016-01-01,15
Pesanggrahan,2016-02-01,48
Pesanggrahan,2016-03-01,63
Pesanggrahan,2016-04-01,59
Pesanggrahan,2016-05-01,52
Pesanggrahan,2016-06-01,74
Pesanggrahan,2016-07-01,60
Pesanggrahan,2016-08-01,43
Pesanggrahan,2016-09-01,28
Pesanggrahan,2016-10-01,38
Pesanggrahan,2016-11-01,47
Pesanggrahan,2016-12-01,29
Pesanggrahan,2017-01-01,16
Pesanggrahan,2017-02-01,5
Pesanggrahan,2017-03-01,11
Pesanggrahan,2017-04-01,5
Pesanggrahan,2017-05-01,1
Pesanggrahan,2017-06-01,3
Pesanggrahan,2017-07-01,7
Pesanggrahan,2017-08-01,2
Pesanggrahan,2017-09-01,1
Pesanggrahan,2017-10-01,4
Pesanggrahan,2017-11-01,7
Pesanggrahan,2017-12-01,7
Pesanggrahan,2018-01-01,4
Pesanggrahan,2018-02-01,6
Pesanggrahan,2018-03-01,3
Pesanggrahan,2018-04-01,11
Pesanggrahan,2018-05-01,15
Pesanggrahan,2018-06-01,6
Pesanggrahan,2018-07-01,7
Pesanggrahan,2018-08-01,3
Pesanggrahan,2018-09-01,2
Pesanggrahan,2018-10-01,0
Pesanggrahan,2018-11-01,10
Pesanggrahan,2018-12-01,9
Pesanggrahan,2019-01-01,43
Pesanggrahan,2019-02-01,43
Pesanggrahan,2019-03-01,65
Pesanggrahan,2019-04-01,30
Pesanggrahan,2019-05-01,58
Pesanggrahan,2019-06-01,44
Pesanggrahan,2019-07-01,23
Pesanggrahan,2019-08-01,5
Pesanggrahan,2019-09-01,1
Pesanggrahan,2019-10-01,3
Pesanggrahan,2019-11-01,8
Pesanggrahan,2019-12-01,7
Pesanggrahan,2020-01-01,18
Pesanggrahan,2020-02-01,52
Pesanggrahan,2020-03-01,68
Pesanggrahan,2020-04-01,31
Pesanggrahan,2020-05-01,30
Pesanggrahan,2020-06-01,13
Pesanggrahan,2020-07-01,5
Pesanggrahan,2020-08-01,4
Pesanggrahan,2020-09-01,2
Pesanggrahan,2020-10-01,2
Pesanggrahan,2020-11-01,1
Pesanggrahan,2020-12-01,1
Pesanggrahan,2021-01-01,2
Pesanggrahan,2021-02-01,4
Pesanggrahan,2021-03-01,7
Pesanggrahan,2021-04-01,9
Pesanggrahan,2021-05-01,17
Pesanggrahan,2021-06-01,9
Pesanggrahan,2021-07-01,5
Pesanggrahan,2021-08-01,24
Pesanggrahan,2021-09-01,25
Pesanggrahan,2021-10-01,16
Pesanggrahan,2021-11-01,6
Pesanggrahan,2021-12-01,18
Pesanggrahan,2022-01-01,34
Pesanggrahan,2022-02-01,21
Pesanggrahan,2022-03-01,18
Pesanggrahan,2022-04-01,26
Pesanggrahan,2022-05-01,23
Pesanggrahan,2022-06-01,19
Pesanggrahan,2022-07-01,27
Pesanggrahan,2022-08-01,17
Pesanggrahan,2022-09-01,14
Pesanggrahan,2022-10-01,17
Pesanggrahan,2022-11-01,23
Pesanggrahan,2022-12-01,15
Pesanggrahan,2023-01-01,40
Pesanggrahan,2023-02-01,23
Pesanggrahan,2023-03-01,6
Pesanggrahan,2023-04-01,14
Pesanggrahan,2023-05-01,6
Pesanggrahan,2023-06-01,6
Pesanggrahan,2023-07-01,8
Pesanggrahan,2023-08-01,9
Pesanggrahan,2023-09-01,3
Pesanggrahan,2023-10-01,6
Pesanggrahan,2023-11-01,3
Pesanggrahan,2023-12-01,4
Pesanggrahan,2024-01-01,10
Pesanggrahan,2024-02-01,23
Pesanggrahan,2024-03-01,38
Pesanggrahan,2024-04-01,66
Pesanggrahan,2024-05-01,43
Pesanggrahan,2024-06-01,32
Pesanggrahan,2024-07-01,14
Pesanggrahan,2024-08-01,7
Pesanggrahan,2024-09-01,4
Pesanggrahan,2024-10-01,3
Pesanggrahan,2024-11-01,6
Pesanggrahan,2024-12-01,6
Pesanggrahan,2025-01-01,9
Pesanggrahan,2025-02-01,12
Pesanggrahan,2025-03-01,9
Pesanggrahan,2025-04-01,13
Pesanggrahan,2025-05-01,18
Pesanggrahan,2025-06-01,15
Pesanggrahan,2025-07-01,20
Pesanggrahan,2025-08-01,18
Pesanggrahan,2025-09-01,10
Pesanggrahan,2025-10-01,16
Pesanggrahan,2025-11-01,9
Pesanggrahan,2025-12-01,4
Pulo Gadung,2010-01-01,41
Pulo Gadung,2010-02-01,49
Pulo Gadung,2010-03-01,75
Pulo Gadung,2010-04-01,80
Pulo Gadung,2010-05-01,39
Pulo Gadung,2010-06-01,31
Pulo Gadung,2010-07-01,36
Pulo Gadung,2010-08-01,28
Pulo Gadung,2010-09-01,35
Pulo Gadung,2010-10-01,31
Pulo Gadung,2010-11-01,32
Pulo Gadung,2010-12-01,39
Pulo Gadung,2011-01-01,21
Pulo Gadung,2011-02-01,22
Pulo Gadung,2011-03-01,16
Pulo Gadung,2011-04-01,12
Pulo Gadung,2011-05-01,7
Pulo Gadung,2011-06-01,14
Pulo Gadung,2011-07-01,11
Pulo Gadung,2011-08-01,6
Pulo Gadung,2011-09-01,7
Pulo Gadung,2011-10-01,14
Pulo Gadung,2011-11-01,14
Pulo Gadung,2011-12-01,3
Pulo Gadung,2012-01-01,28
Pulo Gadung,2012-02-01,46
Pulo Gadung,2012-03-01,30
Pulo Gadung,2012-04-01,20
Pulo Gadung,2012-05-01,48
Pulo Gadung,2012-06-01,23
Pulo Gadung,2012-07-01,5
Pulo Gadung,2012-08-01,2
Pulo Gadung,2012-09-01,3
Pulo Gadung,2012-10-01,6
Pulo Gadung,2012-11-01,3
Pulo Gadung,2012-12-01,2
Pulo Gadung,2013-01-01,25
Pulo Gadung,2013-02-01,33
Pulo Gadung,2013-03-01,47
Pulo Gadung,2013-04-01,49
Pulo Gadung,2013-05-01,50
Pulo Gadung,2013-06-01,38
Pulo Gadung,2013-07-01,51
Pulo Gadung,2013-08-01,44
Pulo Gadung,2013-09-01,23
Pulo Gadung,2013-10-01,12
Pulo Gadung,2013-11-01,16
Pulo Gadung,2013-12-01,2
Pulo Gadung,2014-01-01,14
Pulo Gadung,2014-02-01,27
Pulo Gadung,2014-03-01,53
Pulo Gadung,2014-04-01,34
Pulo Gadung,2014-05-01,39
Pulo Gadung,2014-06-01,5
Pulo Gadung,2014-07-01,13
Pulo Gadung,2014-08-01,9
Pulo Gadung,2014-09-01,6
Pulo Gadung,2014-10-01,1
Pulo Gadung,2014-11-01,0
Pulo Gadung,2014-12-01,7
Pulo Gadung,2015-01-01,5
Pulo Gadung,2015-02-01,8
Pulo Gadung,2015-03-01,18
Pulo Gadung,2015-04-01,50
Pulo Gadung,2015-05-01,24
Pulo Gadung,2015-06-01,28
Pulo Gadung,2015-07-01,11
Pulo Gadung,2015-08-01,4
Pulo Gadung,2015-09-01,0
Pulo Gadung,2015-10-01,6
Pulo Gadung,2015-11-01,6
Pulo Gadung,2015-12-01,5
Pulo Gadung,2016-01-01,42
Pulo Gadung,2016-02-01,83
Pulo Gadung,2016-03-01,139
Pulo Gadung,2016-04-01,211
Pulo Gadung,2016-05-01,117
Pulo Gadung,2016-06-01,75
Pulo Gadung,2016-07-01,46
Pulo Gadung,2016-08-01,38
Pulo Gadung,2016-09-01,25
Pulo Gadung,2016-10-01,23
Pulo Gadung,2016-11-01,38
Pulo Gadung,2016-12-01,24
Pulo Gadung,2017-01-01,11
Pulo Gadung,2017-02-01,22
Pulo Gadung,2017-03-01,23
Pulo Gadung,2017-04-01,31
Pulo Gadung,2017-05-01,34
Pulo Gadung,2017-06-01,13
Pulo Gadung,2017-07-01,19
Pulo Gadung,2017-08-01,15
Pulo Gadung,2017-09-01,3
Pulo Gadung,2017-10-01,4
Pulo Gadung,2017-11-01,6
Pulo Gadung,2017-12-01,11
Pulo Gadung,2018-01-01,3
Pulo Gadung,2018-02-01,10
Pulo Gadung,2018-03-01,12
Pulo Gadung,2018-04-01,19
Pulo Gadung,2018-05-01,20
Pulo Gadung,2018-06-01,12
Pulo Gadung,2018-07-01,5
Pulo Gadung,2018-08-01,5
Pulo Gadung,2018-09-01,1
Pulo Gadung,2018-10-01,5
Pulo Gadung,2018-11-01,1
Pulo Gadung,2018-12-01,6
Pulo Gadung,2019-01-01,21
Pulo Gadung,2019-02-01,47
Pulo Gadung,2019-03-01,58
Pulo Gadung,2019-04-01,45
Pulo Gadung,2019-05-01,45
Pulo Gadung,2019-06-01,22
Pulo Gadung,2019-07-01,4
Pulo Gadung,2019-08-01,1
Pulo Gadung,2019-09-01,0
Pulo Gadung,2019-10-01,1
Pulo Gadung,2019-11-01,1
Pulo Gadung,2019-12-01,1
Pulo Gadung,2020-01-01,2
Pulo Gadung,2020-02-01,18
Pulo Gadung,2020-03-01,39
Pulo Gadung,2020-04-01,28
Pulo Gadung,2020-05-01,18
Pulo Gadung,2020-06-01,7
Pulo Gadung,2020-07-01,1
Pulo Gadung,2020-08-01,0
Pulo Gadung,2020-09-01,0
Pulo Gadung,2020-10-01,0
Pulo Gadung,2020-11-01,0
Pulo Gadung,2020-12-01,0
Pulo Gadung,2021-01-01,0
Pulo Gadung,2021-02-01,4
Pulo Gadung,2021-03-01,6
Pulo Gadung,2021-04-01,5
Pulo Gadung,2021-05-01,10
Pulo Gadung,2021-06-01,3
Pulo Gadung,2021-07-01,6
Pulo Gadung,2021-08-01,3
Pulo Gadung,2021-09-01,0
Pulo Gadung,2021-10-01,2
Pulo Gadung,2021-11-01,2
Pulo Gadung,2021-12-01,3
Pulo Gadung,2022-01-01,9
Pulo Gadung,2022-02-01,10
Pulo Gadung,2022-03-01,17
Pulo Gadung,2022-04-01,14
Pulo Gadung,2022-05-01,20
Pulo Gadung,2022-06-01,15
Pulo Gadung,2022-07-01,13
Pulo Gadung,2022-08-01,3
Pulo Gadung,2022-09-01,3
Pulo Gadung,2022-10-01,4
Pulo Gadung,2022-11-01,2
Pulo Gadung,2022-12-01,0
Pulo Gadung,2023-01-01,5
Pulo Gadung,2023-02-01,10
Pulo Gadung,2023-03-01,11
Pulo Gadung,2023-04-01,12
Pulo Gadung,2023-05-01,11
Pulo Gadung,2023-06-01,5
Pulo Gadung,2023-07-01,10
Pulo Gadung,2023-08-01,9
Pulo Gadung,2023-09-01,1
Pulo Gadung,2023-10-01,2
Pulo Gadung,2023-11-01,1
Pulo Gadung,2023-12-01,2
Pulo Gadung,2024-01-01,4
Pulo Gadung,2024-02-01,8
Pulo Gadung,2024-03-01,42
Pulo Gadung,2024-04-01,82
Pulo Gadung,2024-05-01,27
Pulo Gadung,2024-06-01,8
Pulo Gadung,2024-07-01,2
Pulo Gadung,2024-08-01,4
Pulo Gadung,2024-09-01,3
Pulo Gadung,2024-10-01,0
Pulo Gadung,2024-11-01,0
Pulo Gadung,2024-12-01,0
Pulo Gadung,2025-01-01,14
Pulo Gadung,2025-02-01,19
Pulo Gadung,2025-03-01,28
Pulo Gadung,2025-04-01,34
Pulo Gadung,2025-05-01,34
Pulo Gadung,2025-06-01,37
Pulo Gadung,2025-07-01,36
Pulo Gadung,2025-08-01,32
Pulo Gadung,2025-09-01,13
Pulo Gadung,2025-10-01,12
Pulo Gadung,2025-11-01,4
Pulo Gadung,2025-12-01,18
Sawah Besar,2010-01-01,10
Sawah Besar,2010-02-01,24
Sawah Besar,2010-03-01,35
Sawah Besar,2010-04-01,18
Sawah Besar,2010-05-01,26
Sawah Besar,2010-06-01,12
Sawah Besar,2010-07-01,13
Sawah Besar,2010-08-01,35
Sawah Besar,2010-09-01,30
Sawah Besar,2010-10-01,15
Sawah Besar,2010-11-01,16
Sawah Besar,2010-12-01,8
Sawah Besar,2011-01-01,20
Sawah Besar,2011-02-01,15
Sawah Besar,2011-03-01,12
Sawah Besar,2011-04-01,7
Sawah Besar,2011-05-01,3
Sawah Besar,2011-06-01,7
Sawah Besar,2011-07-01,22
Sawah Besar,2011-08-01,7
Sawah Besar,2011-09-01,5
Sawah Besar,2011-10-01,7
Sawah Besar,2011-11-01,2
Sawah Besar,2011-12-01,14
Sawah Besar,2012-01-01,9
Sawah Besar,2012-02-01,9
Sawah Besar,2012-03-01,15
Sawah Besar,2012-04-01,9
Sawah Besar,2012-05-01,13
Sawah Besar,2012-06-01,22
Sawah Besar,2012-07-01,12
Sawah Besar,2012-08-01,4
Sawah Besar,2012-09-01,2
Sawah Besar,2012-10-01,0
Sawah Besar,2012-11-01,1
Sawah Besar,2012-12-01,0
Sawah Besar,2013-01-01,12
Sawah Besar,2013-02-01,14
Sawah Besar,2013-03-01,17
Sawah Besar,2013-04-01,34
Sawah Besar,2013-05-01,16
Sawah Besar,2013-06-01,3
Sawah Besar,2013-07-01,9
Sawah Besar,2013-08-01,5
Sawah Besar,2013-09-01,3
Sawah Besar,2013-10-01,3
Sawah Besar,2013-11-01,4
Sawah Besar,2013-12-01,2
Sawah Besar,2014-01-01,5
Sawah Besar,2014-02-01,12
Sawah Besar,2014-03-01,27
Sawah Besar,2014-04-01,16
Sawah Besar,2014-05-01,8
Sawah Besar,2014-06-01,12
Sawah Besar,2014-07-01,8
Sawah Besar,2014-08-01,12
Sawah Besar,2014-09-01,2
Sawah Besar,2014-10-01,1
Sawah Besar,2014-11-01,1
Sawah Besar,2014-12-01,1
Sawah Besar,2015-01-01,5
Sawah Besar,2015-02-01,4
Sawah Besar,2015-03-01,9
Sawah Besar,2015-04-01,13
Sawah Besar,2015-05-01,8
Sawah Besar,2015-06-01,8
Sawah Besar,2015-07-01,1
Sawah Besar,2015-08-01,1
Sawah Besar,2015-09-01,1
Sawah Besar,2015-10-01,1
Sawah Besar,2015-11-01,0
Sawah Besar,2015-12-01,2
Sawah Besar,2016-01-01,18
Sawah Besar,2016-02-01,16
Sawah Besar,2016-03-01,36
Sawah Besar,2016-04-01,25
Sawah Besar,2016-05-01,13
Sawah Besar,2016-06-01,8
Sawah Besar,2016-07-01,6
Sawah Besar,2016-08-01,8
Sawah Besar,2016-09-01,9
Sawah Besar,2016-10-01,10
Sawah Besar,2016-11-01,6
Sawah Besar,2016-12-01,6
Sawah Besar,2017-01-01,2
Sawah Besar,2017-02-01,2
Sawah Besar,2017-03-01,2
Sawah Besar,2017-04-01,2
Sawah Besar,2017-05-01,0
Sawah Besar,2017-06-01,1
Sawah Besar,2017-07-01,0
Sawah Besar,2017-08-01,0
Sawah Besar,2017-09-01,0
Sawah Besar,2017-10-01,0
Sawah Besar,2017-11-01,1
Sawah Besar,2017-12-01,0
Sawah Besar,2018-01-01,0
Sawah Besar,2018-02-01,0
Sawah Besar,2018-03-01,1
Sawah Besar,2018-04-01,0
Sawah Besar,2018-05-01,1
Sawah Besar,2018-06-01,0
Sawah Besar,2018-07-01,0
Sawah Besar,2018-08-01,0
Sawah Besar,2018-09-01,0
Sawah Besar,2018-10-01,0
Sawah Besar,2018-11-01,0
Sawah Besar,2018-12-01,0
Sawah Besar,2019-01-01,6
Sawah Besar,2019-02-01,7
Sawah Besar,2019-03-01,14
Sawah Besar,2019-04-01,8
Sawah Besar,2019-05-01,7
Sawah Besar,2019-06-01,5
Sawah Besar,2019-07-01,3
Sawah Besar,2019-08-01,0
Sawah Besar,2019-09-01,0
Sawah Besar,2019-10-01,1
Sawah Besar,2019-11-01,0
Sawah Besar,2019-12-01,0
Sawah Besar,2020-01-01,3
Sawah Besar,2020-02-01,5
Sawah Besar,2020-03-01,17
Sawah Besar,2020-04-01,10
Sawah Besar,2020-05-01,6
Sawah Besar,2020-06-01,1
Sawah Besar,2020-07-01,0
Sawah Besar,2020-08-01,1
Sawah Besar,2020-09-01,0
Sawah Besar,2020-10-01,0
Sawah Besar,2020-11-01,0
Sawah Besar,2020-12-01,0
Sawah Besar,2021-01-01,0
Sawah Besar,2021-02-01,0
Sawah Besar,2021-03-01,0
Sawah Besar,2021-04-01,2
Sawah Besar,2021-05-01,3
Sawah Besar,2021-06-01,1
Sawah Besar,2021-07-01,0
Sawah Besar,2021-08-01,0
Sawah Besar,2021-09-01,1
Sawah Besar,2021-10-01,0
Sawah Besar,2021-11-01,4
Sawah Besar,2021-12-01,0
Sawah Besar,2022-01-01,5
Sawah Besar,2022-02-01,2
Sawah Besar,2022-03-01,10
Sawah Besar,2022-04-01,7
Sawah Besar,2022-05-01,13
Sawah Besar,2022-06-01,11
Sawah Besar,2022-07-01,13
Sawah Besar,2022-08-01,2
Sawah Besar,2022-09-01,3
Sawah Besar,2022-10-01,6
Sawah Besar,2022-11-01,3
Sawah Besar,2022-12-01,6
Sawah Besar,2023-01-01,2
Sawah Besar,2023-02-01,4
Sawah Besar,2023-03-01,5
Sawah Besar,2023-04-01,7
Sawah Besar,2023-05-01,4
Sawah Besar,2023-06-01,6
Sawah Besar,2023-07-01,1
Sawah Besar,2023-08-01,2
Sawah Besar,2023-09-01,1
Sawah Besar,2023-10-01,4
Sawah Besar,2023-11-01,1
Sawah Besar,2023-12-01,2
Sawah Besar,2024-01-01,6
Sawah Besar,2024-02-01,8
Sawah Besar,2024-03-01,32
Sawah Besar,2024-04-01,21
Sawah Besar,2024-05-01,23
Sawah Besar,2024-06-01,14
Sawah Besar,2024-07-01,5
Sawah Besar,2024-08-01,6
Sawah Besar,2024-09-01,2
Sawah Besar,2024-10-01,2
Sawah Besar,2024-11-01,2
Sawah Besar,2024-12-01,2
Sawah Besar,2025-01-01,6
Sawah Besar,2025-02-01,10
Sawah Besar,2025-03-01,14
Sawah Besar,2025-04-01,17
Sawah Besar,2025-05-01,7
Sawah Besar,2025-06-01,11
Sawah Besar,2025-07-01,13
Sawah Besar,2025-08-01,14
Sawah Besar,2025-09-01,14
Sawah Besar,2025-10-01,18
Sawah Besar,2025-11-01,4
Sawah Besar,2025-12-01,3
Senen,2010-01-01,9
Senen,2010-02-01,13
Senen,2010-03-01,31
Senen,2010-04-01,40
Senen,2010-05-01,28
Senen,2010-06-01,8
Senen,2010-07-01,21
Senen,2010-08-01,17
Senen,2010-09-01,17
Senen,2010-10-01,11
Senen,2010-11-01,16
Senen,2010-12-01,13
Senen,2011-01-01,7
Senen,2011-02-01,4
Senen,2011-03-01,7
Senen,2011-04-01,11
Senen,2011-05-01,4
Senen,2011-06-01,4
Senen,2011-07-01,3
Senen,2011-08-01,7
Senen,2011-09-01,4
Senen,2011-10-01,2
Senen,2011-11-01,5
Senen,2011-12-01,2
Senen,2012-01-01,4
Senen,2012-02-01,9
Senen,2012-03-01,16
Senen,2012-04-01,6
Senen,2012-05-01,7
Senen,2012-06-01,6
Senen,2012-07-01,4
Senen,2012-08-01,2
Senen,2012-09-01,4
Senen,2012-10-01,3
Senen,2012-11-01,0
Senen,2012-12-01,2
Senen,2013-01-01,4
Senen,2013-02-01,6
Senen,2013-03-01,8
Senen,2013-04-01,8
Senen,2013-05-01,9
Senen,2013-06-01,9
Senen,2013-07-01,9
Senen,2013-08-01,10
Senen,2013-09-01,5
Senen,2013-10-01,1
Senen,2013-11-01,4
Senen,2013-12-01,1
Senen,2014-01-01,9
Senen,2014-02-01,13
Senen,2014-03-01,15
Senen,2014-04-01,17
Senen,2014-05-01,8
Senen,2014-06-01,2
Senen,2014-07-01,0
Senen,2014-08-01,2
Senen,2014-09-01,3
Senen,2014-10-01,1
Senen,2014-11-01,0
Senen,2014-12-01,0
Senen,2015-01-01,2
Senen,2015-02-01,3
Senen,2015-03-01,10
Senen,2015-04-01,7
Senen,2015-05-01,6
Senen,2015-06-01,4
Senen,2015-07-01,0
Senen,2015-08-01,1
Senen,2015-09-01,0
Senen,2015-10-01,1
Senen,2015-11-01,0
Senen,2015-12-01,1
Senen,2016-01-01,9
Senen,2016-02-01,6
Senen,2016-03-01,33
Senen,2016-04-01,24
Senen,2016-05-01,9
Senen,2016-06-01,7
Senen,2016-07-01,6
Senen,2016-08-01,7
Senen,2016-09-01,3
Senen,2016-10-01,5
Senen,2016-11-01,4
Senen,2016-12-01,0
Senen,2017-01-01,1
Senen,2017-02-01,1
Senen,2017-03-01,0
Senen,2017-04-01,0
Senen,2017-05-01,1
Senen,2017-06-01,0
Senen,2017-07-01,0
Senen,2017-08-01,1
Senen,2017-09-01,0
Senen,2017-10-01,1
Senen,2017-11-01,0
Senen,2017-12-01,0
Senen,2018-01-01,0
Senen,2018-02-01,0
Senen,2018-03-01,0
Senen,2018-04-01,1
Senen,2018-05-01,1
Senen,2018-06-01,1
Senen,2018-07-01,1
Senen,2018-08-01,0
Senen,2018-09-01,0
Senen,2018-10-01,1
Senen,2018-11-01,1
Senen,2018-12-01,1
Senen,2019-01-01,9
Senen,2019-02-01,9
Senen,2019-03-01,11
Senen,2019-04-01,10
Senen,2019-05-01,7
Senen,2019-06-01,3
Senen,2019-07-01,1
Senen,2019-08-01,0
Senen,2019-09-01,0
Senen,2019-10-01,0
Senen,2019-11-01,0
Senen,2019-12-01,0
Senen,2020-01-01,1
Senen,2020-02-01,3
Senen,2020-03-01,17
Senen,2020-04-01,11
Senen,2020-05-01,5
Senen,2020-06-01,1
Senen,2020-07-01,1
Senen,2020-08-01,0
Senen,2020-09-01,0
Senen,2020-10-01,0
Senen,2020-11-01,0
Senen,2020-12-01,1
Senen,2021-01-01,1
Senen,2021-02-01,1
Senen,2021-03-01,3
Senen,2021-04-01,0
Senen,2021-05-01,4
Senen,2021-06-01,3
Senen,2021-07-01,1
Senen,2021-08-01,0
Senen,2021-09-01,2
Senen,2021-10-01,0
Senen,2021-11-01,2
Senen,2021-12-01,3
Senen,2022-01-01,1
Senen,2022-02-01,1
Senen,2022-03-01,8
Senen,2022-04-01,14
Senen,2022-05-01,13
Senen,2022-06-01,10
Senen,2022-07-01,15
Senen,2022-08-01,4
Senen,2022-09-01,4
Senen,2022-10-01,2
Senen,2022-11-01,6
Senen,2022-12-01,1
Senen,2023-01-01,5
Senen,2023-02-01,6
Senen,2023-03-01,7
Senen,2023-04-01,7
Senen,2023-05-01,3
Senen,2023-06-01,1
Senen,2023-07-01,3
Senen,2023-08-01,1
Senen,2023-09-01,2
Senen,2023-10-01,4
Senen,2023-11-01,0
Senen,2023-12-01,1
Senen,2024-01-01,0
Senen,2024-02-01,4
Senen,2024-03-01,15
Senen,2024-04-01,28
Senen,2024-05-01,24
Senen,2024-06-01,11
Senen,2024-07-01,6
Senen,2024-08-01,8
Senen,2024-09-01,1
Senen,2024-10-01,3
Senen,2024-11-01,2
Senen,2024-12-01,7
Senen,2025-01-01,8
Senen,2025-02-01,12
Senen,2025-03-01,11
Senen,2025-04-01,21
Senen,2025-05-01,15
Senen,2025-06-01,6
Senen,2025-07-01,14
Senen,2025-08-01,14
Senen,2025-09-01,4
Senen,2025-10-01,1
Senen,2025-11-01,4
Senen,2025-12-01,2
Setia Budi,2010-01-01,11
Setia Budi,2010-02-01,27
Setia Budi,2010-03-01,32
Setia Budi,2010-04-01,27
Setia Budi,2010-05-01,12
Setia Budi,2010-06-01,20
Setia Budi,2010-07-01,27
Setia Budi,2010-08-01,20
Setia Budi,2010-09-01,20
Setia Budi,2010-10-01,15
Setia Budi,2010-11-01,21
Setia Budi,2010-12-01,15
Setia Budi,2011-01-01,20
Setia Budi,2011-02-01,14
Setia Budi,2011-03-01,9
Setia Budi,2011-04-01,14
Setia Budi,2011-05-01,5
Setia Budi,2011-06-01,3
Setia Budi,2011-07-01,9
Setia Budi,2011-08-01,4
Setia Budi,2011-09-01,4
Setia Budi,2011-10-01,3
Setia Budi,2011-11-01,2
Setia Budi,2011-12-01,5
Setia Budi,2012-01-01,5
Setia Budi,2012-02-01,12
Setia Budi,2012-03-01,8
Setia Budi,2012-04-01,7
Setia Budi,2012-05-01,5
Setia Budi,2012-06-01,3
Setia Budi,2012-07-01,5
Setia Budi,2012-08-01,0
Setia Budi,2012-09-01,2
Setia Budi,2012-10-01,1
Setia Budi,2012-11-01,1
Setia Budi,2012-12-01,3
Setia Budi,2013-01-01,17
Setia Budi,2013-02-01,16
Setia Budi,2013-03-01,18
Setia Budi,2013-04-01,16
Setia Budi,2013-05-01,12
Setia Budi,2013-06-01,9
Setia Budi,2013-07-01,13
Setia Budi,2013-08-01,11
Setia Budi,2013-09-01,7
Setia Budi,2013-10-01,5
Setia Budi,2013-11-01,1
Setia Budi,2013-12-01,1
Setia Budi,2014-01-01,10
Setia Budi,2014-02-01,25
Setia Budi,2014-03-01,18
Setia Budi,2014-04-01,9
Setia Budi,2014-05-01,14
Setia Budi,2014-06-01,0
Setia Budi,2014-07-01,2
Setia Budi,2014-08-01,9
Setia Budi,2014-09-01,2
Setia Budi,2014-10-01,2
Setia Budi,2014-11-01,1
Setia Budi,2014-12-01,1
Setia Budi,2015-01-01,8
Setia Budi,2015-02-01,4
Setia Budi,2015-03-01,6
Setia Budi,2015-04-01,6
Setia Budi,2015-05-01,5
Setia Budi,2015-06-01,6
Setia Budi,2015-07-01,0
