kecamatan,periode,jumlah_kasus
Grogol Petamburan,2025-09-01,9
Grogol Petamburan,2025-10-01,1
Grogol Petamburan,2025-11-01,8
Grogol Petamburan,2025-12-01,9
Jagakarsa,2010-01-01,84
Jagakarsa,2010-02-01,54
Jagakarsa,2010-03-01,89
Jagakarsa,2010-04-01,98
Jagakarsa,2010-05-01,63
Jagakarsa,2010-06-01,45
Jagakarsa,2010-07-01,45
Jagakarsa,2010-08-01,45
Jagakarsa,2010-09-01,32
Jagakarsa,2010-10-01,35
Jagakarsa,2010-11-01,30
Jagakarsa,2010-12-01,43
Jagakarsa,2011-01-01,39
Jagakarsa,2011-02-01,11
Jagakarsa,2011-03-01,16
Jagakarsa,2011-04-01,10
Jagakarsa,2011-05-01,7
Jagakarsa,2011-06-01,7
Jagakarsa,2011-07-01,19
Jagakarsa,2011-08-01,5
Jagakarsa,2011-09-01,3
Jagakarsa,2011-10-01,7
Jagakarsa,2011-11-01,7
Jagakarsa,2011-12-01,3
Jagakarsa,2012-01-01,21
Jagakarsa,2012-02-01,20
Jagakarsa,2012-03-01,17
Jagakarsa,2012-04-01,27
Jagakarsa,2012-05-01,31
Jagakarsa,2012-06-01,44
Jagakarsa,2012-07-01,52
Jagakarsa,2012-08-01,27
Jagakarsa,2012-09-01,6
Jagakarsa,2012-10-01,2
Jagakarsa,2012-11-01,5
Jagakarsa,2012-12-01,2
Jagakarsa,2013-01-01,34
Jagakarsa,2013-02-01,27
Jagakarsa,2013-03-01,17
Jagakarsa,2013-04-01,29
Jagakarsa,2013-05-01,44
Jagakarsa,2013-06-01,28
Jagakarsa,2013-07-01,57
Jagakarsa,2013-08-01,58
Jagakarsa,2013-09-01,30
Jagakarsa,2013-10-01,21
Jagakarsa,2013-11-01,20
Jagakarsa,2013-12-01,4
Jagakarsa,2014-01-01,67
Jagakarsa,2014-02-01,31
Jagakarsa,2014-03-01,52
Jagakarsa,2014-04-01,48
Jagakarsa,2014-05-01,37
Jagakarsa,2014-06-01,25
Jagakarsa,2014-07-01,30
Jagakarsa,2014-08-01,14
Jagakarsa,2014-09-01,7
Jagakarsa,2014-10-01,17
Jagakarsa,2014-11-01,2
Jagakarsa,2014-12-01,7
Jagakarsa,2015-01-01,26
Jagakarsa,2015-02-01,24
Jagakarsa,2015-03-01,21
Jagakarsa,2015-04-01,37
Jagakarsa,2015-05-01,16
Jagakarsa,2015-06-01,6
Jagakarsa,2015-07-01,10
Jagakarsa,2015-08-01,9
Jagakarsa,2015-09-01,4
Jagakarsa,2015-10-01,0
Jagakarsa,2015-11-01,6
Jagakarsa,2015-12-01,8
Jagakarsa,2016-01-01,41
Jagakarsa,2016-02-01,85
Jagakarsa,2016-03-01,113
Jagakarsa,2016-04-01,153
Jagakarsa,2016-05-01,98
Jagakarsa,2016-06-01,58
Jagakarsa,2016-07-01,43
Jagakarsa,2016-08-01,40
Jagakarsa,2016-09-01,26
Jagakarsa,2016-10-01,31
Jagakarsa,2016-11-01,19
Jagakarsa,2016-12-01,12
Jagakarsa,2017-01-01,13
Jagakarsa,2017-02-01,11
Jagakarsa,2017-03-01,13
Jagakarsa,2017-04-01,9
Jagakarsa,2017-05-01,8
Jagakarsa,2017-06-01,3
Jagakarsa,2017-07-01,4
Jagakarsa,2017-08-01,1
Jagakarsa,2017-09-01,0
Jagakarsa,2017-10-01,4
Jagakarsa,2017-11-01,2
Jagakarsa,2017-12-01,6
Jagakarsa,2018-01-01,12
Jagakarsa,2018-02-01,10
Jagakarsa,2018-03-01,4
Jagakarsa,2018-04-01,15
Jagakarsa,2018-05-01,12
Jagakarsa,2018-06-01,10
Jagakarsa,2018-07-01,10
Jagakarsa,2018-08-01,6
Jagakarsa,2018-09-01,7
Jagakarsa,2018-10-01,3
Jagakarsa,2018-11-01,3
Jagakarsa,2018-12-01,21
Jagakarsa,2019-01-01,53
Jagakarsa,2019-02-01,68
Jagakarsa,2019-03-01,49
Jagakarsa,2019-04-01,15
Jagakarsa,2019-05-01,17
Jagakarsa,2019-06-01,18
Jagakarsa,2019-07-01,8
Jagakarsa,2019-08-01,9
Jagakarsa,2019-09-01,0
Jagakarsa,2019-10-01,0
Jagakarsa,2019-11-01,1
Jagakarsa,2019-12-01,4
Jagakarsa,2020-01-01,4
Jagakarsa,2020-02-01,15
Jagakarsa,2020-03-01,25
Jagakarsa,2020-04-01,8
Jagakarsa,2020-05-01,7
Jagakarsa,2020-06-01,13
Jagakarsa,2020-07-01,6
Jagakarsa,2020-08-01,1
Jagakarsa,2020-09-01,0
Jagakarsa,2020-10-01,1
Jagakarsa,2020-11-01,1
Jagakarsa,2020-12-01,4
Jagakarsa,2021-01-01,1
Jagakarsa,2021-02-01,2
Jagakarsa,2021-03-01,4
Jagakarsa,2021-04-01,9
Jagakarsa,2021-05-01,10
Jagakarsa,2021-06-01,20
Jagakarsa,2021-07-01,7
Jagakarsa,2021-08-01,8
Jagakarsa,2021-09-01,19
Jagakarsa,2021-10-01,25
Jagakarsa,2021-11-01,21
Jagakarsa,2021-12-01,22
Jagakarsa,2022-01-01,22
Jagakarsa,2022-02-01,17
Jagakarsa,2022-03-01,18
Jagakarsa,2022-04-01,16
Jagakarsa,2022-05-01,27
Jagakarsa,2022-06-01,18
Jagakarsa,2022-07-01,26
Jagakarsa,2022-08-01,17
Jagakarsa,2022-09-01,12
Jagakarsa,2022-10-01,18
Jagakarsa,2022-11-01,16
Jagakarsa,2022-12-01,14
Jagakarsa,2023-01-01,26
Jagakarsa,2023-02-01,12
Jagakarsa,2023-03-01,15
Jagakarsa,2023-04-01,7
Jagakarsa,2023-05-01,11
Jagakarsa,2023-06-01,11
Jagakarsa,2023-07-01,6
Jagakarsa,2023-08-01,15
Jagakarsa,2023-09-01,2
Jagakarsa,2023-10-01,20
Jagakarsa,2023-11-01,1
Jagakarsa,2023-12-01,6
Jagakarsa,2024-01-01,13
Jagakarsa,2024-02-01,24
Jagakarsa,2024-03-01,53
Jagakarsa,2024-04-01,52
Jagakarsa,2024-05-01,67
Jagakarsa,2024-06-01,34
Jagakarsa,2024-07-01,8
Jagakarsa,2024-08-01,12
Jagakarsa,2024-09-01,4
Jagakarsa,2024-10-01,3
Jagakarsa,2024-11-01,5
Jagakarsa,2024-12-01,16
Jagakarsa,2025-01-01,40
Jagakarsa,2025-02-01,14
Jagakarsa,2025-03-01,23
Jagakarsa,2025-04-01,21
Jagakarsa,2025-05-01,20
Jagakarsa,2025-06-01,21
Jagakarsa,2025-07-01,18
Jagakarsa,2025-08-01,15
Jagakarsa,2025-09-01,9
Jagakarsa,2025-10-01,9
Jagakarsa,2025-11-01,14
Jagakarsa,2025-12-01,3
Jatinegara,2010-01-01,27
Jatinegara,2010-02-01,55
Jatinegara,2010-03-01,84
Jatinegara,2010-04-01,60
Jatinegara,2010-05-01,58
Jatinegara,2010-06-01,26
Jatinegara,2010-07-01,36
Jatinegara,2010-08-01,40
Jatinegara,2010-09-01,19
Jatinegara,2010-10-01,29
Jatinegara,2010-11-01,48
Jatinegara,2010-12-01,40
Jatinegara,2011-01-01,39
Jatinegara,2011-02-01,20
Jatinegara,2011-03-01,16
Jatinegara,2011-04-01,5
Jatinegara,2011-05-01,12
Jatinegara,2011-06-01,6
Jatinegara,2011-07-01,12
Jatinegara,2011-08-01,19
Jatinegara,2011-09-01,10
Jatinegara,2011-10-01,9
Jatinegara,2011-11-01,8
Jatinegara,2011-12-01,4
Jatinegara,2012-01-01,15
Jatinegara,2012-02-01,22
Jatinegara,2012-03-01,23
Jatinegara,2012-04-01,21
Jatinegara,2012-05-01,19
Jatinegara,2012-06-01,9
Jatinegara,2012-07-01,7
Jatinegara,2012-08-01,2
Jatinegara,2012-09-01,6
Jatinegara,2012-10-01,1
Jatinegara,2012-11-01,1
Jatinegara,2012-12-01,2
Jatinegara,2013-01-01,24
Jatinegara,2013-02-01,20
Jatinegara,2013-03-01,18
Jatinegara,2013-04-01,25
Jatinegara,2013-05-01,25
Jatinegara,2013-06-01,26
Jatinegara,2013-07-01,34
Jatinegara,2013-08-01,61
Jatinegara,2013-09-01,34
Jatinegara,2013-10-01,16
Jatinegara,2013-11-01,12
Jatinegara,2013-12-01,3
Jatinegara,2014-01-01,20
Jatinegara,2014-02-01,35
Jatinegara,2014-03-01,71
Jatinegara,2014-04-01,47
Jatinegara,2014-05-01,43
Jatinegara,2014-06-01,3
Jatinegara,2014-07-01,1
Jatinegara,2014-08-01,6
Jatinegara,2014-09-01,7
Jatinegara,2014-10-01,4
Jatinegara,2014-11-01,2
Jatinegara,2014-12-01,2
Jatinegara,2015-01-01,3
Jatinegara,2015-02-01,7
Jatinegara,2015-03-01,12
Jatinegara,2015-04-01,12
Jatinegara,2015-05-01,10
Jatinegara,2015-06-01,8
Jatinegara,2015-07-01,8
Jatinegara,2015-08-01,3
Jatinegara,2015-09-01,5
Jatinegara,2015-10-01,5
Jatinegara,2015-11-01,5
Jatinegara,2015-12-01,5
Jatinegara,2016-01-01,23
Jatinegara,2016-02-01,73
Jatinegara,2016-03-01,116
Jatinegara,2016-04-01,125
Jatinegara,2016-05-01,56
Jatinegara,2016-06-01,42
Jatinegara,2016-07-01,38
Jatinegara,2016-08-01,33
Jatinegara,2016-09-01,22
Jatinegara,2016-10-01,27
Jatinegara,2016-11-01,38
Jatinegara,2016-12-01,44
Jatinegara,2017-01-01,40
Jatinegara,2017-02-01,14
Jatinegara,2017-03-01,15
Jatinegara,2017-04-01,18
Jatinegara,2017-05-01,28
Jatinegara,2017-06-01,7
Jatinegara,2017-07-01,6
Jatinegara,2017-08-01,3
Jatinegara,2017-09-01,2
Jatinegara,2017-10-01,6
Jatinegara,2017-11-01,8
Jatinegara,2017-12-01,6
Jatinegara,2018-01-01,1
Jatinegara,2018-02-01,3
Jatinegara,2018-03-01,7
Jatinegara,2018-04-01,15
Jatinegara,2018-05-01,14
Jatinegara,2018-06-01,5
Jatinegara,2018-07-01,10
Jatinegara,2018-08-01,1
Jatinegara,2018-09-01,3
Jatinegara,2018-10-01,2
Jatinegara,2018-11-01,3
Jatinegara,2018-12-01,6
Jatinegara,2019-01-01,13
Jatinegara,2019-02-01,27
Jatinegara,2019-03-01,38
Jatinegara,2019-04-01,13
Jatinegara,2019-05-01,41
Jatinegara,2019-06-01,22
Jatinegara,2019-07-01,6
Jatinegara,2019-08-01,5
Jatinegara,2019-09-01,1
Jatinegara,2019-10-01,7
Jatinegara,2019-11-01,3
Jatinegara,2019-12-01,5
Jatinegara,2020-01-01,9
Jatinegara,2020-02-01,19
Jatinegara,2020-03-01,34
Jatinegara,2020-04-01,38
Jatinegara,2020-05-01,16
Jatinegara,2020-06-01,7
Jatinegara,2020-07-01,4
Jatinegara,2020-08-01,5
Jatinegara,2020-09-01,0
Jatinegara,2020-10-01,0
Jatinegara,2020-11-01,0
Jatinegara,2020-12-01,1
Jatinegara,2021-01-01,3
Jatinegara,2021-02-01,6
Jatinegara,2021-03-01,7
Jatinegara,2021-04-01,15
Jatinegara,2021-05-01,9
Jatinegara,2021-06-01,8
Jatinegara,2021-07-01,2
Jatinegara,2021-08-01,6
Jatinegara,2021-09-01,10
Jatinegara,2021-10-01,3
Jatinegara,2021-11-01,4
Jatinegara,2021-12-01,5
Jatinegara,2022-01-01,7
Jatinegara,2022-02-01,10
Jatinegara,2022-03-01,25
Jatinegara,2022-04-01,12
Jatinegara,2022-05-01,34
Jatinegara,2022-06-01,18
Jatinegara,2022-07-01,23
Jatinegara,2022-08-01,17
Jatinegara,2022-09-01,4
Jatinegara,2022-10-01,6
Jatinegara,2022-11-01,4
Jatinegara,2022-12-01,5
Jatinegara,2023-01-01,9
Jatinegara,2023-02-01,6
Jatinegara,2023-03-01,6
Jatinegara,2023-04-01,6
Jatinegara,2023-05-01,9
Jatinegara,2023-06-01,5
Jatinegara,2023-07-01,3
Jatinegara,2023-08-01,3
Jatinegara,2023-09-01,4
Jatinegara,2023-10-01,1
Jatinegara,2023-11-01,3
Jatinegara,2023-12-01,2
Jatinegara,2024-01-01,3
Jatinegara,2024-02-01,4
Jatinegara,2024-03-01,17
Jatinegara,2024-04-01,51
Jatinegara,2024-05-01,78
Jatinegara,2024-06-01,29
Jatinegara,2024-07-01,31
Jatinegara,2024-08-01,11
Jatinegara,2024-09-01,3
Jatinegara,2024-10-01,4
Jatinegara,2024-11-01,3
Jatinegara,2024-12-01,1
Jatinegara,2025-01-01,11
Jatinegara,2025-02-01,8
Jatinegara,2025-03-01,32
Jatinegara,2025-04-01,41
Jatinegara,2025-05-01,19
Jatinegara,2025-06-01,39
Jatinegara,2025-07-01,32
Jatinegara,2025-08-01,27
Jatinegara,2025-09-01,13
Jatinegara,2025-10-01,16
Jatinegara,2025-11-01,3
Jatinegara,2025-12-01,4
Johar Baru,2010-01-01,35
Johar Baru,2010-02-01,38
Johar Baru,2010-03-01,39
Johar Baru,2010-04-01,48
Johar Baru,2010-05-01,18
Johar Baru,2010-06-01,16
Johar Baru,2010-07-01,20
Johar Baru,2010-08-01,14
Johar Baru,2010-09-01,12
Johar Baru,2010-10-01,20
Johar Baru,2010-11-01,16
Johar Baru,2010-12-01,12
Johar Baru,2011-01-01,11
Johar Baru,2011-02-01,11
Johar Baru,2011-03-01,7
Johar Baru,2011-04-01,6
Johar Baru,2011-05-01,5
Johar Baru,2011-06-01,6
Johar Baru,2011-07-01,2
Johar Baru,2011-08-01,3
Johar Baru,2011-09-01,1
Johar Baru,2011-10-01,3
Johar Baru,2011-11-01,2
Johar Baru,2011-12-01,1
Johar Baru,2012-01-01,2
Johar Baru,2012-02-01,8
Johar Baru,2012-03-01,6
Johar Baru,2012-04-01,6
Johar Baru,2012-05-01,11
Johar Baru,2012-06-01,6
Johar Baru,2012-07-01,9
Johar Baru,2012-08-01,1
Johar Baru,2012-09-01,2
Johar Baru,2012-10-01,4
Johar Baru,2012-11-01,3
Johar Baru,2012-12-01,6
Johar Baru,2013-01-01,2
Johar Baru,2013-02-01,3
Johar Baru,2013-03-01,8
Johar Baru,2013-04-01,8
Johar Baru,2013-05-01,5
Johar Baru,2013-06-01,7
Johar Baru,2013-07-01,7
Johar Baru,2013-08-01,7
Johar Baru,2013-09-01,1
Johar Baru,2013-10-01,2
Johar Baru,2013-11-01,1
Johar Baru,2013-12-01,1
Johar Baru,2014-01-01,0
Johar Baru,2014-02-01,6
Johar Baru,2014-03-01,13
Johar Baru,2014-04-01,8
Johar Baru,2014-05-01,9
Johar Baru,2014-06-01,0
Johar Baru,2014-07-01,2
Johar Baru,2014-08-01,2
Johar Baru,2014-09-01,1
Johar Baru,2014-10-01,1
Johar Baru,2014-11-01,0
Johar Baru,2014-12-01,0
Johar Baru,2015-01-01,1
Johar Baru,2015-02-01,3
Johar Baru,2015-03-01,9
Johar Baru,2015-04-01,7
Johar Baru,2015-05-01,3
Johar Baru,2015-06-01,1
Johar Baru,2015-07-01,2
Johar Baru,2015-08-01,0
Johar Baru,2015-09-01,2
Johar Baru,2015-10-01,0
Johar Baru,2015-11-01,1
Johar Baru,2015-12-01,0
Johar Baru,2016-01-01,15
Johar Baru,2016-02-01,19
Johar Baru,2016-03-01,31
Johar Baru,2016-04-01,43
Johar Baru,2016-05-01,14
Johar Baru,2016-06-01,10
Johar Baru,2016-07-01,11
Johar Baru,2016-08-01,14
Johar Baru,2016-09-01,12
Johar Baru,2016-10-01,6
Johar Baru,2016-11-01,6
Johar Baru,2016-12-01,3
Johar Baru,2017-01-01,4
Johar Baru,2017-02-01,0
Johar Baru,2017-03-01,0
Johar Baru,2017-04-01,4
Johar Baru,2017-05-01,1
Johar Baru,2017-06-01,3
Johar Baru,2017-07-01,1
Johar Baru,2017-08-01,1
Johar Baru,2017-09-01,1
Johar Baru,2017-10-01,0
Johar Baru,2017-11-01,2
Johar Baru,2017-12-01,0
Johar Baru,2018-01-01,2
Johar Baru,2018-02-01,1
Johar Baru,2018-03-01,0
Johar Baru,2018-04-01,1
Johar Baru,2018-05-01,5
Johar Baru,2018-06-01,1
Johar Baru,2018-07-01,2
Johar Baru,2018-08-01,0
Johar Baru,2018-09-01,0
Johar Baru,2018-10-01,1
Johar Baru,2018-11-01,1
Johar Baru,2018-12-01,0
Johar Baru,2019-01-01,6
Johar Baru,2019-02-01,13
Johar Baru,2019-03-01,24
Johar Baru,2019-04-01,8
Johar Baru,2019-05-01,5
Johar Baru,2019-06-01,9
Johar Baru,2019-07-01,1
Johar Baru,2019-08-01,1
Johar Baru,2019-09-01,1
Johar Baru,2019-10-01,1
Johar Baru,2019-11-01,1
Johar Baru,2019-12-01,2
Johar Baru,2020-01-01,2
Johar Baru,2020-02-01,4
Johar Baru,2020-03-01,13
Johar Baru,2020-04-01,11
Johar Baru,2020-05-01,5
Johar Baru,2020-06-01,2
Johar Baru,2020-07-01,2
Johar Baru,2020-08-01,0
Johar Baru,2020-09-01,0
Johar Baru,2020-10-01,0
Johar Baru,2020-11-01,0
Johar Baru,2020-12-01,0
Johar Baru,2021-01-01,1
Johar Baru,2021-02-01,0
Johar Baru,2021-03-01,1
Johar Baru,2021-04-01,3
Johar Baru,2021-05-01,8
Johar Baru,2021-06-01,3
Johar Baru,2021-07-01,1
Johar Baru,2021-08-01,0
Johar Baru,2021-09-01,0
Johar Baru,2021-10-01,2
Johar Baru,2021-11-01,1
Johar Baru,2021-12-01,3
Johar Baru,2022-01-01,5
Johar Baru,2022-02-01,10
Johar Baru,2022-03-01,31
Johar Baru,2022-04-01,13
Johar Baru,2022-05-01,25
Johar Baru,2022-06-01,16
Johar Baru,2022-07-01,16
Johar Baru,2022-08-01,13
Johar Baru,2022-09-01,8
Johar Baru,2022-10-01,4
Johar Baru,2022-11-01,6
Johar Baru,2022-12-01,9
Johar Baru,2023-01-01,8
Johar Baru,2023-02-01,4
Johar Baru,2023-03-01,5
Johar Baru,2023-04-01,3
Johar Baru,2023-05-01,7
Johar Baru,2023-06-01,4
Johar Baru,2023-07-01,6
Johar Baru,2023-08-01,2
Johar Baru,2023-09-01,1
Johar Baru,2023-10-01,2
Johar Baru,2023-11-01,2
Johar Baru,2023-12-01,0
Johar Baru,2024-01-01,2
Johar Baru,2024-02-01,8
Johar Baru,2024-03-01,37
Johar Baru,2024-04-01,72
Johar Baru,2024-05-01,46
Johar Baru,2024-06-01,10
Johar Baru,2024-07-01,13
Johar Baru,2024-08-01,5
Johar Baru,2024-09-01,1
Johar Baru,2024-10-01,5
Johar Baru,2024-11-01,4
Johar Baru,2024-12-01,10
Johar Baru,2025-01-01,15
Johar Baru,2025-02-01,15
Johar Baru,2025-03-01,28
Johar Baru,2025-04-01,26
Johar Baru,2025-05-01,17
Johar Baru,2025-06-01,19
Johar Baru,2025-07-01,25
Johar Baru,2025-08-01,23
Johar Baru,2025-09-01,11
Johar Baru,2025-10-01,4
Johar Baru,2025-11-01,4
Johar Baru,2025-12-01,2
Kalideres,2010-01-01,22
Kalideres,2010-02-01,38
Kalideres,2010-03-01,42
Kalideres,2010-04-01,57
Kalideres,2010-05-01,62
Kalideres,2010-06-01,48
Kalideres,2010-07-01,42
Kalideres,2010-08-01,50
Kalideres,2010-09-01,38
Kalideres,2010-10-01,33
Kalideres,2010-11-01,47
Kalideres,2010-12-01,41
Kalideres,2011-01-01,25
Kalideres,2011-02-01,23
Kalideres,2011-03-01,22
Kalideres,2011-04-01,16
Kalideres,2011-05-01,13
Kalideres,2011-06-01,11
Kalideres,2011-07-01,9
Kalideres,2011-08-01,5
Kalideres,2011-09-01,6
Kalideres,2011-10-01,4
Kalideres,2011-11-01,8
Kalideres,2011-12-01,4
Kalideres,2012-01-01,22
Kalideres,2012-02-01,24
Kalideres,2012-03-01,29
Kalideres,2012-04-01,24
Kalideres,2012-05-01,32
Kalideres,2012-06-01,18
Kalideres,2012-07-01,14
Kalideres,2012-08-01,11
Kalideres,2012-09-01,14
Kalideres,2012-10-01,10
Kalideres,2012-11-01,14
Kalideres,2012-12-01,5
Kalideres,2013-01-01,20
Kalideres,2013-02-01,13
Kalideres,2013-03-01,16
Kalideres,2013-04-01,33
Kalideres,2013-05-01,55
Kalideres,2013-06-01,45
Kalideres,2013-07-01,32
Kalideres,2013-08-01,35
Kalideres,2013-09-01,20
Kalideres,2013-10-01,16
Kalideres,2013-11-01,16
Kalideres,2013-12-01,11
Kalideres,2014-01-01,34
Kalideres,2014-02-01,37
Kalideres,2014-03-01,63
Kalideres,2014-04-01,74
Kalideres,2014-05-01,55
Kalideres,2014-06-01,52
Kalideres,2014-07-01,32
Kalideres,2014-08-01,24
Kalideres,2014-09-01,16
Kalideres,2014-10-01,12
Kalideres,2014-11-01,22
Kalideres,2014-12-01,20
Kalideres,2015-01-01,33
Kalideres,2015-02-01,28
Kalideres,2015-03-01,36
Kalideres,2015-04-01,39
Kalideres,2015-05-01,45
Kalideres,2015-06-01,31
Kalideres,2015-07-01,27
Kalideres,2015-08-01,9
Kalideres,2015-09-01,6
Kalideres,2015-10-01,8
Kalideres,2015-11-01,5
Kalideres,2015-12-01,1
Kalideres,2016-01-01,28
Kalideres,2016-02-01,97
Kalideres,2016-03-01,144
Kalideres,2016-04-01,250
Kalideres,2016-05-01,146
Kalideres,2016-06-01,83
Kalideres,2016-07-01,76
Kalideres,2016-08-01,86
Kalideres,2016-09-01,87
Kalideres,2016-10-01,83
Kalideres,2016-11-01,92
Kalideres,2016-12-01,62
Kalideres,2017-01-01,61
Kalideres,2017-02-01,19
Kalideres,2017-03-01,19
Kalideres,2017-04-01,14
Kalideres,2017-05-01,12
Kalideres,2017-06-01,7
Kalideres,2017-07-01,9
Kalideres,2017-08-01,8
Kalideres,2017-09-01,5
Kalideres,2017-10-01,11
Kalideres,2017-11-01,12
Kalideres,2017-12-01,8
Kalideres,2018-01-01,3
Kalideres,2018-02-01,12
Kalideres,2018-03-01,19
Kalideres,2018-04-01,20
Kalideres,2018-05-01,23
Kalideres,2018-06-01,21
Kalideres,2018-07-01,12
Kalideres,2018-08-01,22
Kalideres,2018-09-01,15
Kalideres,2018-10-01,16
Kalideres,2018-11-01,16
Kalideres,2018-12-01,28
Kalideres,2019-01-01,117
Kalideres,2019-02-01,137
Kalideres,2019-03-01,163
Kalideres,2019-04-01,90
Kalideres,2019-05-01,92
Kalideres,2019-06-01,70
Kalideres,2019-07-01,26
Kalideres,2019-08-01,10
Kalideres,2019-09-01,16
Kalideres,2019-10-01,13
Kalideres,2019-11-01,24
Kalideres,2019-12-01,24
Kalideres,2020-01-01,22
Kalideres,2020-02-01,38
Kalideres,2020-03-01,105
Kalideres,2020-04-01,79
Kalideres,2020-05-01,63
Kalideres,2020-06-01,22
Kalideres,2020-07-01,10
Kalideres,2020-08-01,15
Kalideres,2020-09-01,8
Kalideres,2020-10-01,6
Kalideres,2020-11-01,11
Kalideres,2020-12-01,5
Kalideres,2021-01-01,2
Kalideres,2021-02-01,0
Kalideres,2021-03-01,6
Kalideres,2021-04-01,14
Kalideres,2021-05-01,19
Kalideres,2021-06-01,16
Kalideres,2021-07-01,11
Kalideres,2021-08-01,13
Kalideres,2021-09-01,15
Kalideres,2021-10-01,12
Kalideres,2021-11-01,21
Kalideres,2021-12-01,12
Kalideres,2022-01-01,24
Kalideres,2022-02-01,14
Kalideres,2022-03-01,34
Kalideres,2022-04-01,72
Kalideres,2022-05-01,55
Kalideres,2022-06-01,50
Kalideres,2022-07-01,68
Kalideres,2022-08-01,28
Kalideres,2022-09-01,25
Kalideres,2022-10-01,15
Kalideres,2022-11-01,16
Kalideres,2022-12-01,17
Kalideres,2023-01-01,14
Kalideres,2023-02-01,17
Kalideres,2023-03-01,27
Kalideres,2023-04-01,11
Kalideres,2023-05-01,21
Kalideres,2023-06-01,15
Kalideres,2023-07-01,6
Kalideres,2023-08-01,10
Kalideres,2023-09-01,17
Kalideres,2023-10-01,10
Kalideres,2023-11-01,2
Kalideres,2023-12-01,14
Kalideres,2024-01-01,23
Kalideres,2024-02-01,47
Kalideres,2024-03-01,109
Kalideres,2024-04-01,170
Kalideres,2024-05-01,140
Kalideres,2024-06-01,97
Kalideres,2024-07-01,42
Kalideres,2024-08-01,32
Kalideres,2024-09-01,21
Kalideres,2024-10-01,7
Kalideres,2024-11-01,12
Kalideres,2024-12-01,25
Kalideres,2025-01-01,18
Kalideres,2025-02-01,26
Kalideres,2025-03-01,34
Kalideres,2025-04-01,63
Kalideres,2025-05-01,76
Kalideres,2025-06-01,52
Kalideres,2025-07-01,50
Kalideres,2025-08-01,67
Kalideres,2025-09-01,35
Kalideres,2025-10-01,39
Kalideres,2025-11-01,31
Kalideres,2025-12-01,45
Kebayoran Baru,2010-01-01,30
Kebayoran Baru,2010-02-01,31
Kebayoran Baru,2010-03-01,35
Kebayoran Baru,2010-04-01,26
Kebayoran Baru,2010-05-01,31
Kebayoran Baru,2010-06-01,11
Kebayoran Baru,2010-07-01,23
Kebayoran Baru,2010-08-01,29
Kebayoran Baru,2010-09-01,18
Kebayoran Baru,2010-10-01,28
Kebayoran Baru,2010-11-01,38
Kebayoran Baru,2010-12-01,28
Kebayoran Baru,2011-01-01,20
Kebayoran Baru,2011-02-01,13
Kebayoran Baru,2011-03-01,7
Kebayoran Baru,2011-04-01,11
Kebayoran Baru,2011-05-01,4
Kebayoran Baru,2011-06-01,8
Kebayoran Baru,2011-07-01,7
Kebayoran Baru,2011-08-01,6
Kebayoran Baru,2011-09-01,2
Kebayoran Baru,2011-10-01,6
Kebayoran Baru,2011-11-01,2
Kebayoran Baru,2011-12-01,13
Kebayoran Baru,2012-01-01,18
Kebayoran Baru,2012-02-01,24
Kebayoran Baru,2012-03-01,16
Kebayoran Baru,2012-04-01,21
Kebayoran Baru,2012-05-01,10
Kebayoran Baru,2012-06-01,15
Kebayoran Baru,2012-07-01,8
Kebayoran Baru,2012-08-01,4
Kebayoran Baru,2012-09-01,6
Kebayoran Baru,2012-10-01,0
Kebayoran Baru,2012-11-01,5
Kebayoran Baru,2012-12-01,8
Kebayoran Baru,2013-01-01,12
Kebayoran Baru,2013-02-01,12
Kebayoran Baru,2013-03-01,21
Kebayoran Baru,2013-04-01,14
Kebayoran Baru,2013-05-01,15
Kebayoran Baru,2013-06-01,17
Kebayoran Baru,2013-07-01,19
Kebayoran Baru,2013-08-01,24
Kebayoran Baru,2013-09-01,21
Kebayoran Baru,2013-10-01,10
Kebayoran Baru,2013-11-01,10
Kebayoran Baru,2013-12-01,11
Kebayoran Baru,2014-01-01,24
Kebayoran Baru,2014-02-01,19
Kebayoran Baru,2014-03-01,33
Kebayoran Baru,2014-04-01,31
Kebayoran Baru,2014-05-01,16
Kebayoran Baru,2014-06-01,17
Kebayoran Baru,2014-07-01,11
Kebayoran Baru,2014-08-01,14
Kebayoran Baru,2014-09-01,8
Kebayoran Baru,2014-10-01,6
Kebayoran Baru,2014-11-01,3
Kebayoran Baru,2014-12-01,2
Kebayoran Baru,2015-01-01,19
Kebayoran Baru,2015-02-01,14
Kebayoran Baru,2015-03-01,16
Kebayoran Baru,2015-04-01,15
Kebayoran Baru,2015-05-01,27
Kebayoran Baru,2015-06-01,21
Kebayoran Baru,2015-07-01,11
Kebayoran Baru,2015-08-01,4
Kebayoran Baru,2015-09-01,1
Kebayoran Baru,2015-10-01,5
Kebayoran Baru,2015-11-01,3
Kebayoran Baru,2015-12-01,9
Kebayoran Baru,2016-01-01,28
Kebayoran Baru,2016-02-01,36
Kebayoran Baru,2016-03-01,43
Kebayoran Baru,2016-04-01,21
Kebayoran Baru,2016-05-01,26
Kebayoran Baru,2016-06-01,15
Kebayoran Baru,2016-07-01,22
Kebayoran Baru,2016-08-01,12
Kebayoran Baru,2016-09-01,14
Kebayoran Baru,2016-10-01,21
Kebayoran Baru,2016-11-01,26
Kebayoran Baru,2016-12-01,16
Kebayoran Baru,2017-01-01,16
